,College Name,New_name
6210,CSI ELIZA CALDWELL COLLEGE OF NURSING,CSI ELIZA CALDWELL COLLEGE OF NURSING
6211,CSI EWARTS WOMENS CHRISTIAN COLLEGE ,CSI EWARTS WOMENS CHRISTIAN COLLEGE 
6212,CSI KALYANI COLLEGE OF NURSING,CSI KALYANI COLLEGE OF NURSING
6213,CSI ST.LUKE COLLEGE OF NURSING,CSI ST.LUKE COLLEGE OF NURSING
6214,CSIIT COLLEGE OF ARCHITECTURE ,CSIIT COLLEGE OF ARCHITECTURE 
6215,CSIRD Institute of Management,CSIRD Institute of Management
6216,CSL Institute of Advance Studies ,CSL Institute of Advance Studies 
6217,CSM College of Arts &Science ,CSM College of Arts Science 
6218,CSM GROUP OF INSTITUTIONS FACULTY OF MANAGEMENT,CSM GROUP OF INSTITUTIONS FACULTY OF MANAGEMENT
6219,CSMSS College of Agriculture,CSMSS College of Agriculture
6220,CSMSS Dental College,CSMSS Dental College
6221,CSSR & SRRM Degree College,CSSR  SRRM Degree College
6222,CSSR & SRRM Degree College ,CSSR  SRRM Degree College 
6223,CT College of Education Jalandhar. ,CT College of Education Jalandhar. 
6224,CT Institute of Advance Management Studies,CT Institute of Advance Management Studies
6225,CT Institute of Engg. Management and Technology,CT Institute of Engg. Management and Technology
6226,CT Institute of Hotel Management and Catering Technology ,CT Institute of Hotel Management and Catering Technology 
6227,CT Institute of Management & Technology,CT Institute of Management  Technology
6228,CT Institute of Management and IT ,CT Institute of Management and IT 
6229,CT Institute of Management Studies ,CT Institute of Management Studies 
6230,CT Institute of Pharmaceutical Sciences,CT Institute of Pharmaceutical Sciences
6231,CT Institute of Technology,CT Institute of Technology
6232,CTES'S ARTS & COMMERCE COLLEGE,CTESS ARTS  COMMERCE COLLEGE
6233,CTES'S COLLEGE OF EDUCATION,CTESS COLLEGE OF EDUCATION
6234,CTES'S COLLEGE OF PHYSICAL EDU.,CTESS COLLEGE OF PHYSICAL EDU.
6235,CTNT STUDY CENTRE MANDI ,CTNT STUDY CENTRE MANDI 
6236,Culinary Academy of India ,Culinary Academy of India 
6237,Cummins College of Engineering for Women,Cummins College of Engineering for Women
6238,CUMMOO JAFFER SULEMAN COLLEGE OF ARTS AND COMMERCE FOR WOMEN ,CUMMOO JAFFER SULEMAN COLLEGE OF ARTS AND COMMERCE FOR WOMEN 
6239,Cuncolim Educational Societys College of Arts & Commerce Cuncolim ,Cuncolim Educational Societys College of Arts  Commerce Cuncolim 
6240,Cuttack College,Cuttack College
6241,Cuttack Homeopathic Medical College ,Cuttack Homeopathic Medical College 
6242,CV 04: Apollo College of Veterinary Medicine ,CV  Apollo College of Veterinary Medicine 
6243,CV 05: Mahatma Gandhi Veterinary College ,CV  Mahatma Gandhi Veterinary College 
6244,CV 06: Mahatma Jyotiba Fule College of Veterinary & Animal Science ,CV  Mahatma Jyotiba Fule College of Veterinary  Animal Science 
6245,CV 07: B.S. College of Veterinary Medicine & Research Center ,CV  B.S. College of Veterinary Medicine  Research Center 
6246,CV 08: Arawali Veterinary College ,CV  Arawali Veterinary College 
6247,CV 09: Srigangangar Veterinary College ,CV  Srigangangar Veterinary College 
6248,CV 10: M.B. Veterinary College ,CV  M.B. Veterinary College 
6249,CV Raman College of Engineering ,CV Raman College of Engineering 
6250,CV Raman Computer Academy ,CV Raman Computer Academy 
6251,CVLNR Institute of Management & Science,CVLNR Institute of Management  Science
6252,CVM College of Pharmacy ,CVM College of Pharmacy 
6253,CVR College of Engineering ,CVR College of Engineering 
6254,CVRM Degree College,CVRM Degree College
6255,CVRM Degree College Shanthipuram Chittoor District ,CVRM Degree College Shanthipuram Chittoor District 
6256,CVRRM Degree College,CVRRM Degree College
6257,CVS Krishna Teja College of Education,CVS Krishna Teja College of Education
6258,Cyber Institute of IT & Management ,Cyber Institute of IT  Management 
6259,CYBER INSTITUTE OF MANAGEMENT MEERUT ,CYBER INSTITUTE OF MANAGEMENT MEERUT 
6260,Cyber Research & Training Institute ,Cyber Research  Training Institute 
6261,Cyber Word Computer Education ,Cyber Word Computer Education 
6262,Cyber Zone Computer Education ,Cyber Zone Computer Education 
6263,Cyber Zone Computer Institute ,Cyber Zone Computer Institute 
6264,CZ Patel College of Business and Management,CZ Patel College of Business and Management
6265,D .S. S. D. S. A. S. S. AURVED COLLEGE CHITRAKUT,D .S. S. D. S. A. S. S. AURVED COLLEGE CHITRAKUT
6266,D A Pandu Memorial R V Dental College ,D A Pandu Memorial R V Dental College 
6267,D A V MODEL COLLEGE,D A V MODEL COLLEGE
6268,D A V. P.G College Azamgarh ,D A V. P.G College Azamgarh 
6269,D B INSTITUTE OF MANAGEMENT AND RESEARCH,D B INSTITUTE OF MANAGEMENT AND RESEARCH
6270,D B Pampa College,D B Pampa College
6271,D C S COLLEGE OF PHARMACY,D C S COLLEGE OF PHARMACY
6272,D C S Girls College,D C S Girls College
6273,D C S P.G. College,D C S P.G. College
6274,D D CHOKSHI COLLEGE OF SECONDARY EDUCATION ,D D CHOKSHI COLLEGE OF SECONDARY EDUCATION 
6275,D D Singh Bisen College ,D D Singh Bisen College 
6276,D D THAKAR ARTS & K J PATEL COMMERCE COLLEGE ,D D THAKAR ARTS  K J PATEL COMMERCE COLLEGE 
6277,D E Societys Kirti M Doongursee College of Arts Science & Commerce,D E Societys Kirti M Doongursee College of Arts Science  Commerce
6278,D G Tatkare Arts and Commerce College Tala Tal Tala Dist Raigad 402 111Tale Vibhag Shikshan Prasarak Mandals Old Name ,D G Tatkare Arts and Commerce College Tala Tal Tala Dist Raigad  Tale Vibhag Shikshan Prasarak Mandals Old Name 
6279,D H COLLEGE OF NURSING,D H COLLEGE OF NURSING
6280,D I PATEL INSTI OF COMPUTER ,D I PATEL INSTI OF COMPUTER 
6281,D I PATEL INSTITUTE OF COMPUTER STUDIES PGDCA ,D I PATEL INSTITUTE OF COMPUTER STUDIES PGDCA 
6282,D J R College of Engineering & Technology,D J R College of Engineering  Technology
6283,D L PATEL INSTI OF MANAG & TECHNOLOGY ,D L PATEL INSTI OF MANAG  TECHNOLOGY 
6284,D L PATEL INSTITUTE OF MANAGEMENT BBA COLLEGE,D L PATEL INSTITUTE OF MANAGEMENT BBA COLLEGE
6285,D L PATEL INSTITUTE OF PGDCA COLLEGE ,D L PATEL INSTITUTE OF PGDCA COLLEGE 
6286,D M M T T COLLEGE,D M M T T COLLEGE
6287,D N De Homoeopathic Medical College & Hospital ,D N De Homoeopathic Medical College  Hospital 
6288,D N P ARTS & COMMERCE COLLEGE ,D N P ARTS  COMMERCE COLLEGE 
6289,D P YADAV COLLEGE DABHAOURA,D P YADAV COLLEGE DABHAOURA
6290,D S College of Management & Technology,D S College of Management  Technology
6291,D S P Mandals K V Pendharkar College of Arts Science and Commerce MIDC Area Dombivli East Dist Thane 421 203 ,D S P Mandals K V Pendharkar College of Arts Science and Commerce MIDC Area Dombivli East Dist Thane   
6292,D. A. V. COLLEGE MEERUT HAPUR ROAD,D. A. V. COLLEGE MEERUT HAPUR ROAD
6293,D. A. V. P. G. College,D. A. V. P. G. College
6294,D. D. Shinde Sarkar College,D. D. Shinde Sarkar College
6295,D. D. U. Rajkeeya Mahavidyalay Sahjanwa,D. D. U. Rajkeeya Mahavidyalay Sahjanwa
6296,D. R. Patel and R. B. Patel Commerce College ,D. R. Patel and R. B. Patel Commerce College 
6297,D. S. Homoeopathy College,D. S. Homoeopathy College
6298,D. S. M.'s Arts Commerce & Science College,D. S. M.s Arts Commerce  Science College
6299,D. Y. Patil College of Engineering & Technology,D. Y. Patil College of Engineering  Technology
6300,D. Y. Patil Education Society,D. Y. Patil Education Society
6301,D. Y. Patil Pratishthans D.Y. Patil College of Engineering ,D. Y. Patil Pratishthans D.Y. Patil College of Engineering 
6302,D.A..V.College,D.A..V.College
6303,D.A.A.S College,D.A.A.S College
6304,D.A.R. COLLEGE ,D.A.R. COLLEGE 
6305,D.A.V College of Education for Women Amritsar ,D.A.V College of Education for Women Amritsar 
6306,D.A.V. COLLEGE,D.A.V. COLLEGE
6307,D.A.V. College ,D.A.V. College 
6308,D.A.V. College Amritsar ,D.A.V. College Amritsar 
6309,D.A.V. College For Girls ,D.A.V. College For Girls 
6310,D.A.V. College Muzaffarnagar Mob.No.0131-2622667 ,D.A.V. College Muzaffarnagar Mob.No. 
6311,D.A.V. COLLEGE OF EDUCATION ,D.A.V. COLLEGE OF EDUCATION 
6312,D.A.V. DEGREE COLLEGE BUDANA,D.A.V. DEGREE COLLEGE BUDANA
6313,D.A.V. Girls College,D.A.V. Girls College
6314,D.A.V. P.G. COLLEGE ,D.A.V. P.G. COLLEGE 
6315,D.A.V. T.T. College,D.A.V. T.T. College
6316,D.A.V. TRAINING COLLEGE,D.A.V. TRAINING COLLEGE
6317,D.A.V. VELANKER COLLEGE OF COMMERCE. SOLAPUR-413002. DIST. SOLAPUR ,D.A.V. VELANKER COLLEGE OF COMMERCE. SOLAPUR. DIST. SOLAPUR 
6318,D.A.V.Centenary College ,D.A.V.Centenary College 
6319,D.A.V.College,D.A.V.College
6320,D.A.V.College for Women ,D.A.V.College for Women 
6321,D.A.V.College Jalandhar ,D.A.V.College Jalandhar 
6322,D.A.V.College of Education,D.A.V.College of Education
6323,D.A.V.College of Education College Road,D.A.V.College of Education College Road
6324,D.A.V.Girls College,D.A.V.Girls College
6325,D.A.V.Institute of engineering and Technology,D.A.V.Institute of engineering and Technology
6326,D.A.V.P.G College,D.A.V.P.G College
6327,D.B. College,D.B. College
6328,D.B. College ,D.B. College 
6329,D.B.C Law College,D.B.C Law College
6330,D.B.College,D.B.College
6331,D.B.F. DAYANAND COLLEGE OF ARTS & SCIENCE. DAYANAND NAGER,D.B.F. DAYANAND COLLEGE OF ARTS  SCIENCE. DAYANAND NAGER
6332,D.B.H. P.S. Law College,D.B.H. P.S. Law College
6333,D.B.K.Arts & Science Degree College ,D.B.K.Arts  Science Degree College 
6334,D.B.K.N. College ,D.B.K.N. College 
6335,D.B.M. COLLEGE OF EDUCATION ,D.B.M. COLLEGE OF EDUCATION 
6336,D.B.S. COLLEGE,D.B.S. COLLEGE
6337,D.B.S. P.G College,D.B.S. P.G College
6338,D.Banumaiahs Arts & Commerce College,D.Banumaiahs Arts  Commerce College
6339,D.C. JAIN COLLEGE OF EDUCATION ,D.C. JAIN COLLEGE OF EDUCATION 
6340,D.C. School of Management and Technology,D.C. School of Management and Technology
6341,D.C.A.B. College,D.C.A.B. College
6342,D.C.B. Girls College P.O. Jorhat-785001 ,D.C.B. Girls College P.O. Jorhat 
6343,D.C.Pavate Education College,D.C.Pavate Education College
6344,D.C.R.M Degree College ,D.C.R.M Degree College 
6345,D.C.R.M P.G College,D.C.R.M P.G College
6346,D.C.R.M.Pharmacy College,D.C.R.M.Pharmacy College
6347,D.C.S COLLEGE OF EDUCATION ,D.C.S COLLEGE OF EDUCATION 
6348,D.C.S.K. P G College Mau ,D.C.S.K. P G College Mau 
6349,D.D Institute of Advance Studies ,D.D Institute of Advance Studies 
6350,D.D.Jain College of Education,D.D.Jain College of Education
6351,D.D.M. College,D.D.M. College
6352,D.D.M. College ,D.D.M. College 
6353,D.D.R. College P.O. Chabua-786184 ,D.D.R. College P.O. Chabua 
6354,D.D.U. GOVT. P.G. COLLEGE,D.D.U. GOVT. P.G. COLLEGE
6355,D.E.,D.E.
6356,D.G. COLLEGE,D.G. COLLEGE
6357,D.G. Government Arts College for Women,D.G. Government Arts College for Women
6358,D.G.B. DAYANAND LAW COLLEGE. DAYANAND NAGER,D.G.B. DAYANAND LAW COLLEGE. DAYANAND NAGER
6359,D.G.B.K. Mahavisyalaya,D.G.B.K. Mahavisyalaya
6360,D.H. COMPUTER EDUCATION PATHAKHERA ,D.H. COMPUTER EDUCATION PATHAKHERA 
6361,D.H. LAWRENCE COLLEGE OF EDUCATION FOR WOMEN ,D.H. LAWRENCE COLLEGE OF EDUCATION FOR WOMEN 
6362,D.H.S.C.Skt.College,D.H.S.C.Skt.College
6363,D.H.S.K. College. P.O.Dibrugarh- 786001 ,D.H.S.K. College. P.O.Dibrugarh  
6364,D.H.S.K. Commerce College P.O Dibrugarh-786001 ,D.H.S.K. Commerce College P.O Dibrugarh 
6365,D.H.S.K. Law College P.O.Dibrugarh--786001 ,D.H.S.K. Law College P.O.Dibrugarh 
6366,D.J. +3 Mahavidyalaya,D.J.  Mahavidyalaya
6367,D.J.Academy for Managerial Excellence ,D.J.Academy for Managerial Excellence 
6368,D.J.B.V. COLLEGE OF EUDCATION FOR WOMEN KHEKRA,D.J.B.V. COLLEGE OF EUDCATION FOR WOMEN KHEKRA
6369,D.J.College,D.J.College
6370,D.J.COLLEGE OF ENGINEERING AND TECHNOLOGY,D.J.COLLEGE OF ENGINEERING AND TECHNOLOGY
6371,D.K Government Degree College for Women,D.K Government Degree College for Women
6372,D.K. College,D.K. College
6373,D.K. College ,D.K. College 
6374,D.K. Govt. Degree College for Women,D.K. Govt. Degree College for Women
6375,D.K. Shivakumar College of Education,D.K. Shivakumar College of Education
6376,D.K.D. College P.O. Dergaon-785614 ,D.K.D. College P.O. Dergaon 
6377,D.K.K.S.D. Sanskrit College ,D.K.K.S.D. Sanskrit College 
6378,D.K.M. College,D.K.M. College
6379,D.K.M. College for Women,D.K.M. College for Women
6380,D.K.M.M. Homoeopathy College,D.K.M.M. Homoeopathy College
6381,D.K.N.College,D.K.N.College
6382,D.K.T. College of Education ,D.K.T. College of Education 
6383,D.K.V. ARTS & SCIENCE COLLEGE,D.K.V. ARTS  SCIENCE COLLEGE
6384,D.L.Degree College,D.L.Degree College
6385,D.L.R.Degree College ,D.L.R.Degree College 
6386,D.L.S. College,D.L.S. College
6387,D.M. College of Arts ,D.M. College of Arts 
6388,D.M. College of Commerce ,D.M. College of Commerce 
6389,D.M. College of Education,D.M. College of Education
6390,D.M. College of Science ,D.M. College of Science 
6391,D.M. College of Teachers' Education ,D.M. College of Teachers Education 
6392,D.M.College,D.M.College
6393,D.M.M. Ayurved Mahavidyalaya,D.M.M. Ayurved Mahavidyalaya
6394,D.N.,D.N.
6395,D.N. College,D.N. College
6396,D.N. Jain College,D.N. Jain College
6397,D.N. P.G. COLLEGE,D.N. P.G. COLLEGE
6398,D.N.R. ,D.N.R. 
6399,D.N.R. College of Engineering & Technology,D.N.R. College of Engineering  Technology
6400,D.N.R. GOVT. DEGREE COLLEGE FOR WOMEN ,D.N.R. GOVT. DEGREE COLLEGE FOR WOMEN 
6401,D.N.R. School of Business Management,D.N.R. School of Business Management
6402,D.N.V. International Academy ,D.N.V. International Academy 
6403,D.N.Y. College ,D.N.Y. College 
6404,D.P. Chtaturvedi Science,D.P. Chtaturvedi Science
6405,D.P. MAHAVIDYALAYA,D.P. MAHAVIDYALAYA
6406,D.P. Mishra Institute,D.P. Mishra Institute
6407,D.P. Vipra College,D.P. Vipra College
6408,D.P. Vipra College of Education,D.P. Vipra College of Education
6409,D.P. Vipra Law College,D.P. Vipra Law College
6410,D.P.B. DAYANAND COLLEGE.OF EDUCTION DAYANAND NAGER,D.P.B. DAYANAND COLLEGE.OF EDUCTION DAYANAND NAGER
6411,D.P.Bhosale College,D.P.Bhosale College
6412,D.P.M. INSTITUTE OF EDUCATION MEERUT-BIJNORE ROAD,D.P.M. INSTITUTE OF EDUCATION MEERUTBIJNORE ROAD
6413,D.P.VIPRA INSTITUTE OF COMPUTER SCIENCE,D.P.VIPRA INSTITUTE OF COMPUTER SCIENCE
6414,D.R. College of Engg.& Technology ,D.R. College of Engg. Technology 
6415,D.R. College P.O. Golaghat-785621 ,D.R. College P.O. Golaghat 
6416,D.R. Karigowda College of Pharmacy ,D.R. Karigowda College of Pharmacy 
6417,D.R. Mahila T.T. College,D.R. Mahila T.T. College
6418,D.R.G. DEGREE COLLEGE FOR WOMEN ,D.R.G. DEGREE COLLEGE FOR WOMEN 
6419,D.R.G. MAHAVIDHYALYA DHANI PUR KURANA,D.R.G. MAHAVIDHYALYA DHANI PUR KURANA
6420,D.R.G.Govt.Degree College ,D.R.G.Govt.Degree College 
6421,D.R.J. Government Girls College,D.R.J. Government Girls College
6422,D.R.M. Science College,D.R.M. Science College
6423,D.R.Mane Arts and Commerce College,D.R.Mane Arts and Commerce College
6424,D.R.N. DEGREE COLLEGE ,D.R.N. DEGREE COLLEGE 
6425,D.R.N.S.C.V.S. College ,D.R.N.S.C.V.S. College 
6426,D.R.Nayapalli College,D.R.Nayapalli College
6427,D.R.S. COLLEGE REWA ,D.R.S. COLLEGE REWA 
6428,D.R.W. College,D.R.W. College
6429,D.S COLLEGE ,D.S COLLEGE 
6430,D.S. ARYA COLLEGE OF EDUCATION ,D.S. ARYA COLLEGE OF EDUCATION 
6431,D.S. College,D.S. College
6432,D.S. INSTITUTE OF TECHNOLOGY AND MANAGEMENT,D.S. INSTITUTE OF TECHNOLOGY AND MANAGEMENT
6433,D.S. Law College,D.S. Law College
6434,D.S.B.G. Government First Grade College,D.S.B.G. Government First Grade College
6435,D.S.College,D.S.College
6436,D.S.Govt. Degree College for Women,D.S.Govt. Degree College for Women
6437,D.S.M.'s Arts Commerce & Science College,D.S.M.s Arts Commerce  Science College
6438,D.S.M.'s Institute of Information Technology & Management,D.S.M.s Institute of Information Technology  Management
6439,D.S.M's College of Physical Education,D.S.Ms College of Physical Education
6440,D.S.N. P.G. COLLEGE,D.S.N. P.G. COLLEGE
6441,D.S.Naik Ayurved Mahavidyalya,D.S.Naik Ayurved Mahavidyalya
6442,D.S.R. College of Education ,D.S.R. College of Education 
6443,D.S.R. HINDU COLLEGE OF LAW ,D.S.R. HINDU COLLEGE OF LAW 
6444,D.S.S.A. Balika Mahavidyalaya,D.S.S.A. Balika Mahavidyalaya
6445,D.S.S.V. College,D.S.S.V. College
6446,D.S.W. Evening College,D.S.W. Evening College
6447,D.V. College ,D.V. College 
